;meta[fps=30]
;meta[frames=25]
lips_out;0;0;0;0;0;0;-0.0008187182;0.0072739967;0.024393603;0.048650756;0.073527195;0.07840802;0.059875622;0.041965235;0.03776218;0.05162109;0.07777551;0.09864559;0.112852186;0.12090544;0.12439107;0.12597062;0.11056648;0.081960425;0.046692222;0.014618605;-0.0016173979;0;0;0;0;0;0;0;0;0;0
lips_up;0;0;0;0;0;0;-0.000062978324;-0.0007767327;0.012091838;0.057992537;0.14149128;0.19040447;0.17978308;0.110904835;0.034083363;-0.008675422;-0.0014726748;0.016606558;0.04534122;0.061741024;0.05682999;0.034647625;0.010009738;-0.0011259762;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_front;0;0;0;0;0;0;-0.0011731463;0.010945284;0.030487107;0.05195397;0.07461357;0.0778832;0.059747253;0.041950658;0.03089774;0.03173395;0.048437644;0.06072955;0.068445995;0.07270419;0.07631987;0.083185464;0.07855512;0.062240396;0.037160393;0.012240219;-0.0013359039;0;0;0;0;0;0;0;0;0;0
lip_lower_front;0;0;0;0;0;0;0;0;0;0;0;0;-0.0006393254;0.0056394227;0.019516919;0.038192533;0.05609046;0.07104464;0.08081383;0.086330414;0.09076592;0.09904177;0.09367866;0.07436054;0.044421587;0.014639279;-0.0015975185;0;0;0;0;0;0;0;0;0;0
lip_upper_back;0;0;0;0;0;0;0;0;0;0;0;0;-0.0005884338;0.004979423;0.019768197;0.04207302;0.066383295;0.087159775;0.095506;0.09719337;0.088238046;0.066994;0.04034907;0.017724581;0.0026050124;-0.0009017351;0.00004453013;0;0;0;0;0;0;0;0;0;0
lip_lower_back;0;0;0;0;0;0;0;0;0;0;0;0;-0.00087787973;0.007508098;0.0287935;0.06058165;0.0923841;0.11265327;0.11000054;0.103645466;0.093592785;0.07596045;0.051845793;0.026566992;0.004697928;-0.0012802412;0.000055662655;0;0;0;0;0;0;0;0;0;0
lip_upper_out;0;0;0;0;0;0;0;0;0;0;0;0;-0.00047710852;0.003974314;0.016507953;0.0367135;0.059967764;0.08046435;0.09000652;0.080788784;0.05718146;0.02869808;0.0076051108;-0.00088265084;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_out;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011927712;0.010480483;0.036781885;0.072514124;0.106131196;0.13095355;0.14078955;0.14434679;0.15072614;0.16975482;0.16601627;0.1349752;0.080379665;0.026500994;-0.002891675;0;0;0;0;0;0;0;0;0;0
lips_blow;0;0;-0.00022614947;0.001827326;0.008258749;0.019998481;0.030052587;0.04757583;0.061470658;0.06453274;0.05131541;0.029831687;0.00664803;-0.0013532388;-0.0024154414;-0.00089235173;0.004014074;0.016511137;0.03243066;0.038944777;0.033120874;0.018903041;0.005286363;-0.0006011568;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_right_up;0;0;0;0;0;0;0;0;0;0;0;0;-0.0000874699;0.00059479533;0.00400135;0.012422316;0.026902556;0.04709061;0.066103384;0.06829649;0.053060837;0.030592198;0.011666895;0.0035306031;0.0035624101;0.0017812051;-0.00017812052;0;0;0;0;0;0;0;0;0;0
lip_lower_left_up;0;0;0;0;0;0;0;0;0;0;0;0;-0.0000874699;0.00059479533;0.00400135;0.012422316;0.026896194;0.047146272;0.06631012;0.068614565;0.05338686;0.030814854;0.011740052;0.003522651;0.0035624101;0.0017812051;-0.00017812052;0;0;0;0;0;0;0;0;0;0
lip_lower_center_down;0;0;0;0;0;0;-0.0019348343;0.017548215;0.054922353;0.10001135;0.14039794;0.14211234;0.10356897;0.06678899;0.0501942;0.060056668;0.0920883;0.11238609;0.11554136;0.120608255;0.11635403;0.09595447;0.06245987;0.028558124;0.0033842896;-0.0011911809;0.000055662655;0;0;0;0;0;0;0;0;0;0
lip_lower_right_down;0;0;0;0;0;0;0;0;0;-0.00063900737;0.004940618;0.025030386;0.06519657;0.11488455;0.1461145;0.144596;0.11656493;0.081801526;0.05856475;0.044507857;0.029604582;0.0153454;0.004699519;-0.0005248194;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_left_down;0;0;0;0;0;0;0;0;0;-0.0006545928;0.0050742077;0.025529122;0.066349894;0.11687091;0.14813901;0.14552033;0.11552642;0.07858678;0.05359678;0.03950936;0.025674801;0.013147521;0.0040093022;-0.00044848202;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_in;0;0;-0.00078818336;0.006372262;0.02876201;0.06949372;0.10429958;0.16472028;0.21251225;0.22300465;0.17740916;0.10326425;0.022959733;-0.002523745;-0.0023701158;0.006756334;0.024929449;0.066079;0.11666152;0.13626961;0.114691064;0.06521067;0.018194271;-0.0020706512;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_center_up;0;0;0;0;0;0;-0.0017878846;0.016899183;0.045088988;0.06851517;0.073842086;0.05767765;0.027066842;0.020599956;0.034500353;0.06212032;0.09357848;0.11495611;0.1180299;0.11767007;0.11771619;0.118770204;0.10472692;0.076429605;0.038855318;0.010987809;-0.0012524098;0;0;0;0;0;0;0;0;0;0
lip_upper_left_up;0;0;0;0;0;0;-0.0012858075;0.012013115;0.033945315;0.051346574;0.05026895;0.033308532;0.008369278;0.006130367;0.021214472;0.041747946;0.056831576;0.06571375;0.06847661;0.06918074;0.069762416;0.072815105;0.066600375;0.051660914;0.03087886;0.010175134;-0.00111047;0;0;0;0;0;0;0;0;0;0
lip_upper_right_down;0;0;0;0;0;0;0;0;0;0;0;0;-0.00033397597;0.0026527233;0.012508195;0.031155186;0.05669798;0.08412217;0.10153983;0.107879005;0.09517043;0.068218574;0.037168346;0.014066749;0.0009017348;-0.00033397594;0.000011132533;0;0;0;0;0;0;0;0;0;0
lip_upper_left_down;0;0;0;0;0;0;0;0;0;0;0;0;-0.00031012055;0.0024284825;0.011875231;0.03037909;0.056301985;0.08453568;0.10277394;0.10952026;0.09676396;0.069517896;0.038028736;0.014496148;0.0009907951;-0.00034510848;0.000011132533;0;0;0;0;0;0;0;0;0;0
lip_upper_in;0;0;0;0;0;0;0.00006122892;-0.0008235291;-0.000104089006;0.010583421;0.04419198;0.069005;0.07258829;0.05172918;0.02476201;0.009557636;0.020661978;0.038359523;0.061928686;0.07187162;0.062224496;0.036802564;0.011048245;-0.0012325306;0;0;0;0;0;0;0;0;0;0;0;0;0
nostrils_out;0;0;0;0;0;0;-0.00003498796;-0.0005947952;0.007977255;0.038749162;0.09481736;0.12770604;0.12058598;0.07497919;0.024946414;-0.0027115666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_front;0;0;0;0;0;0;0;0;0;-0.0012913736;0.009971567;0.05072617;0.13189188;0.2325904;0.29190296;0.2809554;0.21292028;0.12823775;0.06299211;0.029991573;0.008638316;0.00014843438;-0.0008508436;0.00006361446;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_up;0;0;0;0;0;0;-0.00041985553;0.0031699091;0.017011145;0.04608614;0.084635876;0.10073033;0.086000405;0.049843844;0.015401698;-0.0017074122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_down;0;0;0;0;0;0;0;0;0;-0.0016094459;0.0120326765;0.06665524;0.17692773;0.31433955;0.40022132;0.39492446;0.31303364;0.20891537;0.12882611;0.08134019;0.043003384;0.017653016;0.0043030647;-0.00051800365;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_roll;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010360072;0.009094597;0.03203216;0.06316462;0.09229776;0.11354048;0.1216019;0.124283366;0.12968321;0.1460821;0.142894;0.116167404;0.06914495;0.022766028;-0.00248494;0;0;0;0;0;0;0;0;0;0
tongue_up_flat;0;0;0;0;0;0;0;0;0;-0.00095421704;0.0071216393;0.03962863;0.10525013;0.18508628;0.25825658;0.3001376;0.31057402;0.30296758;0.28819346;0.26563585;0.26000935;0.28608394;0.27933228;0.22771253;0.13556641;0.04466531;-0.004874459;0;0;0;0;0;0;0;0;0;0
tongue_low;0;0;0;0;0;0;-0.0020992775;0.016776726;0.078810364;0.1854187;0.3006181;0.34236512;0.28351718;0.169172;0.07058593;0.034636494;0.0661636;0.12342571;0.17234522;0.17729805;0.13502172;0.070752926;0.018184647;-0.0009905683;-0.00009542158;-0.000000000007405699;0;0;0;0;0;0;0;0;0;0;0
tongue_back;0;0;0;0;0;0;-0.0011371087;0.0094992295;0.038871616;0.08759553;0.15652816;0.2524699;0.37574998;0.5079663;0.5618382;0.50989753;0.37526652;0.22539401;0.11201236;0.072941944;0.04922965;0.03885254;0.027208438;0.013120485;-0.0024332532;-0.0000954217;0.000015903615;0;0;0;0;0;0;0;0;0;0
normal0;0;0;0;0;0;0;-0.0028777597;0.024344621;0.096913144;0.20408046;0.32439527;0.41891494;0.46726465;0.48417705;0.47566256;0.44731116;0.4155087;0.37309664;0.3122322;0.27485263;0.24037203;0.19595324;0.13415337;0.0676015;0.007982027;-0.0029612535;0.00014472292;0;0;0;0;0;0;0;0;0;0
normal1;0;0;0;0;0;0;-0.0028777597;0.024344621;0.096913144;0.20408046;0.32439527;0.41891494;0.46726465;0.48417705;0.47566256;0.44731116;0.4155087;0.37309664;0.3122322;0.27485263;0.24037203;0.19595324;0.13415337;0.0676015;0.007982027;-0.0029612535;0.00014472292;0;0;0;0;0;0;0;0;0;0
normal3;0;0;0;0;0;0;0.00015919522;-0.0013347906;-0.0061228927;-0.0075434037;0.018674823;0.044329744;0.055472773;0.06123004;0.0807697;0.126008;0.1972971;0.24297386;0.23893754;0.23939875;0.22879261;0.19461098;0.13476408;0.0676842;0.008104482;-0.0029723858;0.00014472292;0;0;0;0;0;0;0;0;0;0
normal4;0;0;0;0;0;0;0.00015919522;-0.0013347906;-0.0061228927;-0.0075434037;0.018674823;0.044329744;0.055472773;0.06123004;0.0807697;0.126008;0.1972971;0.24297386;0.23893754;0.23939875;0.22879261;0.19461098;0.13476408;0.0676842;0.008104482;-0.0029723858;0.00014472292;0;0;0;0;0;0;0;0;0;0
normal5;0;0;0;0;0;0;0.00015919522;-0.0013347906;-0.0061228927;-0.007518912;0.018429909;0.043839913;0.056851614;0.043347485;0.01789369;0.0037045376;0.031260155;0.078194916;0.12792394;0.15441935;0.1376612;0.090622514;0.03884883;0.008338267;-0.0019481928;-0.000055662666;0.000011132533;0;0;0;0;0;0;0;0;0;0
normal6;0;0;0;0;0;0;0.00015919522;-0.0013347906;-0.0061228927;-0.0075434037;0.018674823;0.044329744;0.057463907;0.043837313;0.018131183;0.0037319975;0.031601556;0.079100356;0.12943426;0.15623768;0.13924943;0.09162074;0.03926444;0.008427327;-0.0019593255;-0.000055662666;0.000011132533;0;0;0;0;0;0;0;0;0;0
normal13;0;0;0;0;0;0;0;0;0;0;0;0;-0.00246188;0.02160347;0.076191045;0.15034166;0.219815;0.27056184;0.28984302;0.29616192;0.30887523;0.3479938;0.3405195;0.27699888;0.16496465;0.05437685;-0.0059336396;0;0;0;0;0;0;0;0;0;0
