;meta[fps=30]
;meta[frames=33]
corner_right_out;0;0;-0.0015474219;0.013648483;0.046606343;0.098806776;0.14917204;0.192801;0.23786825;0.29452506;0.29564667;0.23479903;0.15331335;0.11225155;0.13352305;0.19209553;0.21932943;0.18749224;0.15271235;0.13525283;0.14615774;0.18180573;0.24046424;0.28632203;0.3353375;0.32025293;0.24878895;0.14314768;0.067112915;0.048619106;0.066071585;0.06007114;0.040589213;0.014884196;-0.0015808197;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;-0.0015919522;0.014071521;0.047647238;0.10076612;0.15520307;0.20276572;0.25043634;0.3068571;0.30474192;0.23931605;0.15540347;0.11157914;0.13046102;0.18611367;0.21018219;0.17758058;0.14471179;0.13060686;0.14383832;0.17870986;0.23308916;0.27372536;0.31834254;0.30332476;0.23648216;0.13690944;0.063945934;0.045652065;0.062063865;0.056697987;0.03908632;0.014772871;-0.0015585546;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;-0.0016364823;0.0155744115;0.04063374;0.056720253;0.052489888;0.03217302;0.0062676156;-0.00079040986;0;0.00015585546;-0.0025159523;0.0040002908;0.039817356;0.0695709;0.08278893;0.06535446;0.043663647;0.028522475;0.033422645;0.023779089;0.011953556;-0.0012997232;-0.0012635423;-0.000013915669;0.00009184337;-0.002426892;-0.0030252652;0.01810428;0.038045425;0.04739397;0.037931316;0.017166363;-0.0017450243;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;-0.0017032772;0.016208965;0.04230362;0.059058078;0.054660726;0.033508923;0.006534796;-0.0008238074;0;0.00014472292;-0.002308145;0.0035030378;0.035716873;0.062438663;0.075293034;0.06047378;0.041416734;0.027367473;0.030931743;0.0212854;0.010687229;-0.0012524098;-0.0011577833;-0.000022265061;0.000072361465;-0.0022042415;-0.002738603;0.016281327;0.034232534;0.04264873;0.034126777;0.015440822;-0.001569687;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;-0.0009314218;0.007889254;0.031403016;0.06507429;0.09660792;0.119354844;0.13410509;0.14605604;0.1354718;0.10005363;0.06298953;0.047203045;0.061019074;0.09930217;0.13464797;0.13602284;0.10954411;0.06309919;0.018936437;-0.002115181;0;0;0;-0.000055662655;0.00028944577;0.0028610607;0.014594749;0.040077116;0.05660892;0.05560699;0.0365815;0.012880339;-0.0013804339;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;-0.0010204822;0.008687086;0.03408967;0.06930929;0.10186786;0.12397559;0.13584268;0.14307716;0.1293489;0.09289821;0.059178315;0.048643604;0.06668554;0.10542136;0.1394999;0.13832912;0.11013784;0.06311218;0.018973544;-0.0021188916;0;0;0;-0.0000333976;0.000055662647;0.0025270851;0.014271906;0.0397988;0.056386277;0.055462275;0.036347717;0.012769015;-0.0013693015;0;0;0;0;0;0;0;0;0;0
corner_right_down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00016030847;0.001077629;0.007587933;0.022104755;0.04372613;0.06988091;0.095094986;0.1101219;0.10110454;0.071865514;0.03453735;0.010675318;0.015453401;0.029250728;0.033094235;0.024293968;0.0097632315;-0.0010158436;0;0;0;0;0;0;0;0;0;0
corner_left_down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00016030847;0.001077629;0.007587933;0.022104755;0.04372613;0.06988091;0.095094986;0.1101219;0.10110454;0.071865514;0.03453735;0.010675318;0.015453401;0.029250728;0.033094235;0.024293968;0.0097632315;-0.0010158436;0;0;0;0;0;0;0;0;0;0
lips_in;0;0;0;0;0;0;0;0;0;0;0;-0.00069896394;0.006808338;0.015506026;0.023962777;0.024237111;0.01777229;0.0068393513;0.00268135;-0.00028626513;0;0;0;-0.00041667477;0.0032157113;0.017141556;0.035437707;0.05556215;0.06905286;0.06892309;0.05461302;0.03537664;0.014721659;0.0029370792;-0.00037596145;0;0;0;0;0;0;0;0;0;0
lips_out;0;0;-0.0015267474;0.013795592;0.043808103;0.08077209;0.10781222;0.119662635;0.10435223;0.08542628;0.058903813;0.032252535;0.026124075;0.05118325;0.092097685;0.113488205;0.102928214;0.060324013;0.044196155;0.06175057;0.103099965;0.123891644;0.11434859;0.07270961;0.043047592;0.023921268;0.017646337;0.014802389;0.013172966;0.023025451;0.036498804;0.038645796;0.028181849;0.01131129;-0.001177504;0;0;0;0;0;0;0;0;0;0
lips_up;0;0;0;0;0;0;0;0;0;0;0;-0.0021406268;0.02058246;0.051174656;0.06875133;0.060926754;0.03478121;0.003616482;-0.0020642895;0.00012404822;0.0000062978293;0.00006717691;-0.0018368674;-0.0005479131;0.020620625;0.07263976;0.13618834;0.19256139;0.21394786;0.19106172;0.13732137;0.07936223;0.029599812;0.005009639;-0.0006870362;0;0;0;0;0;0;0;0;0;0
lip_upper_front;0;0;0;0;0;0;0;0;0;0;0;-0.0003284097;0.0023767957;0.014196761;0.040800728;0.05813965;0.057541274;0.037633523;0.013537158;-0.0014444462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_front;0;0;-0.0015919522;0.014906461;0.041156966;0.06706794;0.08460725;0.07887398;0.052762635;0.029490076;0.010375519;-0.0014834099;0.0023211327;0.018254569;0.05843744;0.08633278;0.08771043;0.057705477;0.03583562;0.031310245;0.044911414;0.03918651;0.021805847;0.0012384943;-0.0018869643;-0.00051487953;0.000097409655;-0.0019815904;-0.0024602895;0.014541868;0.030586625;0.03811222;0.03048922;0.013798771;-0.0014026989;0;0;0;0;0;0;0;0;0;0
lip_upper_back;0;0;0;0;0;0;0;0;0;0;0;-0.00043973495;0.0037516628;0.014110482;0.034249235;0.058479197;0.066878684;0.05367328;0.042468376;0.042482857;0.05501475;0.0642013;0.052489888;0.027116623;0.009894594;0.0016097636;-0.0002248771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_back;0;0;0;0.00012245784;-0.0011318075;-0.0044789882;0.006104339;0.01727398;0.024473017;0.021237163;0.011113977;-0.0009796629;-0.0011206749;-0.00461629;0.006141448;0.017515184;0.024899766;0.021645354;0.01138487;-0.0011280966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_out;0;0;-0.0011132532;0.009373591;0.038206846;0.078609586;0.1064515;0.11980385;0.10443373;0.0755398;0.04410153;0.017397366;0.019951725;0.05463958;0.09406657;0.10350472;0.08135098;0.037410878;0.010548075;-0.0012078799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_right_up;0;0;0;0;0;0;0;0;0;0;0;0.00007792773;-0.0011577833;0.0011280962;0.016606024;0.029872293;0.034251086;0.024372822;0.024009159;0.038867377;0.069255486;0.08694507;0.07970893;0.050975863;0.025315378;0.007302941;-0.0014778435;-0.0019314943;0.0014305305;0.019301027;0.03417687;0.03869668;0.028290547;0.0113997115;-0.0011856147;0;0;0;0;0;0;0;0;0;0
lip_lower_left_up;0;0;0;0;0;0;0;0;0;0;0;0.00007792773;-0.0011614942;0.0011652051;0.016680242;0.029965064;0.034325305;0.024398798;0.024127906;0.038989834;0.06918869;0.0867781;0.07954194;0.050909072;0.025437837;0.007425399;-0.0014889762;-0.0019314943;0.0014305305;0.019301027;0.03417687;0.03869668;0.028290547;0.0113997115;-0.0011856147;0;0;0;0;0;0;0;0;0;0
lip_lower_center_down;0;0;-0.0014138316;0.012749531;0.040260803;0.08062458;0.11413907;0.1402098;0.15746744;0.18669534;0.18291306;0.14451142;0.10374964;0.094215736;0.11998328;0.17512956;0.22378244;0.21622531;0.18692261;0.14034042;0.10187832;0.089274;0.10855421;0.11388002;0.13496861;0.13590597;0.115774326;0.076505005;0.051789433;0.06689294;0.096352056;0.094415;0.06434604;0.023857016;-0.002527085;0;0;0;0;0;0;0;0;0;0
lip_lower_right_down;0;0;-0.0010687232;0.009067447;0.0361195;0.072648115;0.09940349;0.11210794;0.114462465;0.11494895;0.103020445;0.073535934;0.05825765;0.0700882;0.1040452;0.14218843;0.16625509;0.14944124;0.11538499;0.065579884;0.019689737;-0.0022005306;0;0;0;-0.0000667952;0.00040077112;0.0029055907;0.016242364;0.047981214;0.06941134;0.06945587;0.046600778;0.016821256;-0.0017923376;0;0;0;0;0;0;0;0;0;0
lip_lower_left_down;0;0;-0.0010130603;0.008516386;0.03506747;0.070084855;0.09488702;0.10493859;0.104500525;0.102859035;0.09207161;0.06600757;0.05074653;0.059517857;0.08908754;0.12441718;0.1482575;0.13537158;0.10472372;0.059453286;0.017823184;-0.0019927232;0;0;0;-0.00017812052;0.0015585546;0.004831519;0.016899182;0.04408483;0.061785556;0.06071683;0.040967718;0.014850798;-0.0015808197;0;0;0;0;0;0;0;0;0;0
lip_lower_in;0;0;0;-0.0001335904;0.0012301448;0.0022320724;0.020428194;0.035262294;0.04088422;0.030870508;0.014867496;-0.0017561569;0.0024157595;0.0053547476;0.025396088;0.040438924;0.044724945;0.032415148;0.015301664;-0.0015474219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_center_up;0;0;-0.0010130603;0.009406989;0.026345136;0.04963996;0.07680389;0.09965397;0.11162422;0.12410824;0.11203224;0.082127474;0.04507247;0.014150561;0.008336596;0.026654992;0.050226275;0.057826087;0.061937697;0.06421244;0.07408329;0.075916454;0.06768757;0.039917026;0.027281385;0.022527795;0.023793563;0.01990497;0.0147835575;0.028256817;0.04753591;0.052423093;0.039709743;0.016743328;-0.0017255425;0;0;0;0;0;0;0;0;0;0
lip_upper_left_up;0;0;-0.0011466509;0.01010834;0.034933884;0.07022122;0.100826785;0.12332063;0.1311991;0.13116628;0.11018423;0.07359995;0.048292365;0.04685961;0.060613297;0.06545928;0.049136214;0.019301027;0.015179208;0.033216693;0.06424873;0.08952336;0.10664564;0.11343538;0.11761075;0.10313624;0.07276512;0.03530349;0.012208379;0.016915215;0.030414077;0.033695947;0.024789922;0.009921312;-0.0010330989;0;0;0;0;0;0;0;0;0;0
lip_upper_right_down;0;0;0;0;0;0;0;0;0;0;0;-0.00033397594;0.0026495424;0.012273616;0.035234462;0.050096393;0.04984591;0.031516198;0.02352304;0.03210065;0.05852372;0.073363386;0.0670735;0.04253741;0.02070651;0.0055773985;-0.0006456868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_left_down;0;0;0;0;0;0;0;0;0;0;0;-0.00017255424;0.0011577833;0.007976458;0.027191209;0.0406894;0.041886147;0.02733593;0.022086943;0.032256506;0.05852372;0.073363386;0.0670735;0.04253741;0.02070651;0.0055773985;-0.0006456868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_in;0;0;0;-0.0002950121;0.0022098075;0.012151158;0.032675095;0.056318365;0.08034795;0.09419793;0.08670573;0.060483042;0.050889775;0.052954488;0.058697015;0.052860975;0.030132053;0.0030762898;-0.0018294461;0.00011132531;0.000004898312;0.00005877979;-0.0015307231;-0.0003551294;0.017999817;0.06306394;0.11792475;0.1664649;0.18485309;0.16500676;0.11858001;0.06858753;0.025571425;0.004286025;-0.0005900242;0;0;0;0;0;0;0;0;0;0
cheek_left_up;0;0;0;0;0;0;0;0;0;0;0;-0.0005725302;0.0053674704;0.014838074;0.023378318;0.024213256;0.017653015;0.0068226517;0.0015506026;-0.00019084342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nostrils_out;0;0;0;0;0;0;0;0;0;0;0;-0.0014366265;0.01380964;0.034378313;0.046253014;0.041057836;0.023510842;0.002539277;-0.0013518073;0.00007951808;0;0;0;-0.00088530127;0.0068385545;0.036164828;0.0774347;0.11902267;0.13993594;0.1266087;0.08863615;0.049285304;0.016921448;0.0021310847;-0.00033397594;0;0;0;0;0;0;0;0;0;0
tongue_front;0;0;-0.0015585545;0.013025061;0.05556724;0.10185073;0.12345183;0.10520242;0.05845772;0.01771663;0.0028865065;-0.00040951814;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000015903615;-0.00005168675;-0.0016539762;-0.0013518078;0.01655964;0.03288073;0.039973743;0.03135796;0.014050847;-0.0014313257;0;0;0;0;0;0;0;0;0;0
tongue_up;0;0;-0.0018448196;0.015557713;0.06328049;0.12785713;0.17021483;0.1859085;0.1580438;0.117678806;0.07632146;0.039647717;0.03739179;0.07533066;0.1119392;0.11593737;0.083732545;0.030061014;0.020197595;0.047217842;0.09007172;0.114665076;0.104900256;0.065541975;0.028213013;0.0058525293;-0.0007379277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_down;0;0;-0.0031648197;0.027433738;0.101751335;0.19749509;0.26640543;0.3004527;0.31723422;0.34103322;0.3216427;0.24099945;0.16095653;0.12872149;0.15732335;0.20090246;0.20935123;0.16404183;0.1362781;0.12289916;0.1284058;0.14189811;0.1623209;0.1667049;0.17361501;0.15671264;0.11603914;0.061308123;0.028663723;0.039078366;0.059638564;0.060926754;0.04314651;0.016857835;-0.0017653016;0;0;0;0;0;0;0;0;0;0
tongue_roll;0;0;-0.0024332535;0.022296872;0.06715302;0.11914195;0.14610387;0.15053728;0.1191992;0.08471061;0.04672483;0.017056629;0.0048585553;0.021444967;0.055688106;0.07442893;0.07108916;0.04193784;0.03944097;0.06786074;0.12656099;0.17254376;0.18947409;0.17768444;0.16295959;0.12923437;0.09172729;0.053594228;0.031990126;0.055016655;0.082189895;0.08475038;0.063560404;0.025719333;-0.0026718078;0;0;0;0;0;0;0;0;0;0
tongue_wide;0;0;0;-0.00097012066;0.0067431335;0.045742773;0.11125216;0.19750543;0.2999263;0.3780449;0.36699185;0.27533403;0.18383363;0.12770711;0.11546953;0.10530846;0.05945302;0.0032549389;0.014663135;0.05723712;0.09484948;0.12172661;0.11588044;0.078811325;0.04178039;0.014881015;-0.0050864536;-0.00773202;0.008407765;0.068574965;0.117328934;0.12992063;0.09335822;0.03622844;-0.003796989;0;0;0;0;0;0;0;0;0;0
tongue_up_flat;0;0;-0.0012404822;0.010162411;0.045937598;0.08813785;0.113631345;0.10333376;0.064202905;0.024396148;0.0055424096;-0.0015426509;0.007411085;0.027223017;0.0622229;0.08102892;0.07516447;0.045341216;0.016038798;-0.0017215665;0;0;0;0;0;0.00003180723;-0.00023457834;-0.0018686752;-0.000059638704;0.020933134;0.03936145;0.04641073;0.035469044;0.015307232;-0.0015704822;0;0;0;0;0;0;0;0;0;0
tongue_low;0;0;-0.0037214465;0.0327694;0.11468099;0.22173618;0.2874666;0.31300387;0.26711;0.21768472;0.15639617;0.09785496;0.06231117;0.06279623;0.05784623;0.048148207;0.023954824;-0.003399398;0.0069180727;0.032701816;0.08072676;0.15832369;0.20043327;0.18172649;0.13770305;0.08123886;0.05990893;0.06932228;0.05979124;0.031731535;0.016500004;-0.0020197597;-0.0022821692;-0.00018289157;0.00003180723;0;0;0;0;0;0;0;0;0;0
tongue_back;0;0;-0.007920001;0.071645804;0.23002197;0.38709798;0.4352274;0.3751292;0.22397198;0.11286267;0.05103206;0.015218442;-0.0018013495;0.045266993;0.15803422;0.32564774;0.5063579;0.5444975;0.47121885;0.34224316;0.25683814;0.23915626;0.26278183;0.23327968;0.20228766;0.15467541;0.09412239;0.051555075;0.061486565;0.14845613;0.21716389;0.21533495;0.13861592;0.04709061;-0.0050891573;0;0;0;0;0;0;0;0;0;0
normal0;0;0;-0.002950121;0.025615953;0.09380272;0.1889163;0.263143;0.31018353;0.34655184;0.38753462;0.36959448;0.28052035;0.17743921;0.120384976;0.14479229;0.24578774;0.35659358;0.3771906;0.35103843;0.28977236;0.25564376;0.28950113;0.39583477;0.4888967;0.56501496;0.5287029;0.39406273;0.21134776;0.102989055;0.12242268;0.17583834;0.17099568;0.116379485;0.043071765;-0.0045643384;0;0;0;0;0;0;0;0;0;0
normal1;0;0;-0.002950121;0.025615953;0.09380272;0.1889163;0.263143;0.31018353;0.34655184;0.38753462;0.36959448;0.28052035;0.17743921;0.120384976;0.14479229;0.24578774;0.35659358;0.3772351;0.3506265;0.2885812;0.2535286;0.28710762;0.3938866;0.48793936;0.5647144;0.52874744;0.39395142;0.21112512;0.102710746;0.122200035;0.17572702;0.17100683;0.116379485;0.043071765;-0.0045643384;0;0;0;0;0;0;0;0;0;0
normal3;0;0;-0.00347335;0.029832402;0.111792885;0.24639353;0.37083578;0.4787846;0.5401911;0.55618685;0.47376162;0.3274384;0.14767213;0.042986788;0.044670023;0.1564306;0.3065157;0.37490657;0.3516804;0.26513606;0.17400146;0.12271762;0.103365555;0.05149909;0.01754487;0.003417687;0.0009017349;0.010141736;0.047524776;0.12373809;0.17183062;0.16648702;0.10835293;0.037305113;-0.004018844;0;0;0;0;0;0;0;0;0;0
normal4;0;0;-0.00347335;0.029832402;0.111792885;0.24639353;0.37083578;0.4787846;0.540185;0.5562481;0.47388408;0.32759148;0.14779459;0.04304802;0.044663902;0.1564306;0.3065157;0.37490657;0.3516804;0.26513606;0.17400146;0.12271762;0.103365555;0.05149909;0.01754487;0.003417687;0.0009017349;0.010141736;0.047524776;0.12373809;0.17183062;0.16648702;0.10835293;0.037305113;-0.004018844;0;0;0;0;0;0;0;0;0;0
normal5;0;0;0.00018925306;-0.00347335;0.012023135;0.026885066;0.035735425;0.02972386;0.015997449;-0.0015808197;0;0.00015585546;-0.0029055907;0.0071545066;0.04838569;0.15454552;0.30276775;0.37274316;0.32443166;0.19482857;0.07488389;0.03744056;0.06031049;0.057541274;0.03614733;0.011922942;-0.004650615;0.001369301;0.038095523;0.117503874;0.17004943;0.1685688;0.10850879;0.036882076;-0.0039854464;0;0;0;0;0;0;0;0;0;0
normal6;0;0;0.00018925306;-0.003495615;0.012245784;0.027330363;0.03629205;0.03016916;0.016220098;-0.0016030845;0;0.00015585546;-0.002920434;0.0072658323;0.048968293;0.1564306;0.3065157;0.37740025;0.3285275;0.19734453;0.07593221;0.038068626;0.061228927;0.05837621;0.036639947;0.012084363;-0.004789772;0.0012134459;0.0384295;0.11900676;0.17238724;0.1709734;0.110056214;0.037394177;-0.0040411092;0;0;0;0;0;0;0;0;0;0
normal13;0;0;-0.0013860001;0.013893399;0.027386028;0.03398205;0.026885064;0.01319205;-0.0017199762;0.0000333976;0;0.00010019278;-0.0018108917;0.0038555658;0.03597663;0.061915427;0.08002435;0.0679938;0.071585886;0.098166674;0.1532356;0.17977184;0.1651511;0.104668066;0.050853405;0.013904533;-0.004052242;-0.007881832;-0.0071025556;0.01792338;0.041858323;0.052924056;0.040722802;0.01705504;-0.0017589402;0;0;0;0;0;0;0;0;0;0
