;meta[language=en]
; id      |key(hex)|key(str)| text
2114670883|00000000||What?! But… How? Tell me what happened.
2114670970|00000000||Oh, shit…
;;; 2114670883|00000000||You, piece of shit, I'll kill you!
;;; 2114670883|00000000||I'm gonna fucking kill you, witcher!
2114670884|00000000||She is not just a woman. Maybe a witch or a monster… I'm not entirely sure what happened myself.
2114670885|00000000||And who is th… A witcher? It must be destiny that sent you to us.
2114670886|00000000||Actually, it was your friends. I'm Geralt.
;;; neuro-voice Actually, it was your friends. My name is Geralt.
2114670887|00000000||He's the famous Geralt of Rivia, no less.
2114670888|00000000||My name is Edward, and I take care of these fine gentlemen…
;   1075517|00000000||Bandits?
2114670889|00000000||Don't be so prejudiced, Geralt, we don't rob and kill the innocent.
;;;2114670890|00000000||I don't believe it. I'm here about Orianna.
2114670890|00000000||I don't believe you. However I'm here about Orianna.
;;; neuro-voiced I don't believe it. However I'm here about Orianna.
2114670891|00000000||Of course. This evil woman, she refuses to return something precious to me.
2114670892|00000000||That's why I'd like to contract your services, witcher. To kill that monster, and take back that which belongs to me.
2114670893|00000000||The child.
2114670894|00000000||Huh, I should've known you'd already figured it out. I'd expect nothing less from a witcher…
2114670406|00000000||Have my men already told you about the boy?
;
;;;2114670725|00000000||Yes.
2114670407|00000000||Naturally. Well, we can skip the story then. Will you take the job?
;
;;;2114670726|00000000||No.
2114670408|00000000||That's hard to believe, considering all the strange stories they've rumored about me.
;
2114670409|00000000||It's no matter, I'll tell you the truth of it.
2114670410|00000000||Have you ever truly loved somebody, witcher?
;
;;;000110575|00000000||Yes, I've loved. (option)
;;;0001105772|00000000||Yeah. I've loved. Can we get to the matter at hand?
;;;0001105756|00000000||You don't give a shit. (option)
;;;0000594745|00000000||Doesn't matter. And don't change the subject.
;;;0001105762|00000000||No, I've never loved. (option)
;;;0001105762|00000000||No. Haven't loved. Now let's get to the point.
;
2114670400|00000000||I loved a woman once….
2114670401|00000000||I was born a commoner, but I was gifted with a blade.
2114670411|00000000||After proving myself in battle, the Duke of Toussaint knighted me as a young man.
2114670412|00000000||It was quite a spectacle, all the nobles wanted to meet the low-born Knight.
2114670413|00000000||That's how I met her, the only one who didn't care about all that.
2114670414|00000000||We fell in love… We had a son together, and we were happy, for a time.
2114670415|00000000||When word broke that she bore a child to a commoner, outside of wedlock…
2114670416|00000000||I fled Beauclair that very night, and I made her promise to say the child was against her will.
2114670417|00000000||She broke our promise. Her family quickly fell out of favor. They lost everything because of me.
2114670418|00000000||A few months ago, I received word that she had fallen ill, and our child had been orphaned…
2114670419|00000000||I never should have left her alone in that city.
2114670420|00000000||After all of these years of regret… I need to do right by her and take care of our son.
2114670421|00000000||What do you say witcher? Will you take the job, and return my boy?
;
2114670895|00000000||I don't work for bandits.
2114670896|00000000||We're not common bandits, but that's beside the point.
2114670897|00000000||I'm asking for your help as a father... And I can reward you handsomely.
;
;   1209328|00000000||Need to talk about my fee, first.
2114670898|00000000||I couldn't pay so much even if  you were King Radovid!
2114670899|00000000||That's a bit high, witcher.
2114670900|00000000||Thank you, witcher. I will repay you.
2114670901|00000000||My patience has ended! You will take my offer - 3000 orens, or get out of here!
2114670902|00000000||Have you changed your mind, witcher?
;   1007115|00000000||All right.
;   1030870|00000000||Hmm… Need to think about it.
2114670904|00000000||You fight for a noble cause. But if you return my boy... I will find a way to repay you.
2114670905|00000000||But I need more information. Your friend… What happened to him?
2114670906|00000000||We set up an ambush, outside Orianna's estate.
2114670907|00000000||Alfred and I had her cornered, with nowhere to go. I asked her what she'd done with my son.
2114670903|00000000||She gave a contemptible answer, so Alfred motioned for his blade.
2114670908|00000000||All at once she vanished. And Alfred... I was covered in his blood. There was nothing I could do!
2114670909|00000000||What kind of creature could do such a thing?
2114670910|00000000||Uh, must be a kind of vampire.
2114670911|00000000||A vampire? Geralt, my son is in danger. You're my only hope!
2114670912|00000000||All right, see if I can find her.
2114670913|00000000||You're not wrong. We've heard some strange sounds... In that direction, by the amphitheater.
2114670914|00000000||I told my men to stay away from it. It'd be nice, if you could have a look.
;
;
; scene 17 - baron oneliners
;
2114670625|00000000||Remember, Geralt, the boy mustn't be harmed.
2114670626|00000000||Have you found Orianna?
;   1035069|00000000||Not yet.
2114670627|00000000||Then get to work! My son is in danger!
;
; scene 18
;
2114670915|00000000||I will pay
2114670916|00000000||You will help me for free
2114670917|00000000||I want to help that woman
;   1124989|00000000||Good day. Fish biting?
2114670918|00000000||I catch more when it's raining.
2114670919|00000000||Did you see a red-haired woman here? Left this site by boat, recently.
2114670920|00000000||Maybe. Maybe not. Give me a few coins and I'll try to remember.
;    400593|00000000||I want to help that woman. She could be in danger.
2114670921|00000000||I would believe you if you had a satchel of herbs instead of those blades sheathed on your back.
;   1125802|00000000||Asking a lot. Too much. How about you do this free of charge, huh? Out of the kindness of your heart?
2114670922|00000000||Aye, I'll help. Outta kindness…
;    434805|00000000||Fine… I'll pay.
2114670923|00000000||Oh, I'm lucky to stumble across wealth today.
2114670924|00000000||Well… you listen up.
2114670925|00000000||The woman came from that direction by the cemetery.
2114670926|00000000||Paid me a tidy sum to take her across the river.
2114670927|00000000||She was nervous and dirty, but I didn't ask her about it.
2114670928|00000000||I dropped her off near the Cockatrice Inn.
2114670929|00000000||She hopped off the boat without saying a word…
;   1029815|00000000||Hm, interesting. Thanks.
2114670932|00000000||Good luck to you!
;
; scene 19 - orianna appear
;
2114670939|00000000||Sweet thing.
2114670935|00000000||Here we are.
; Sweet thing for horse
2114670936|00000000||Lady Orianna…
2114670937|00000000||Come on!
2114670938|00000000||It seems there's a matter I must attend to. Go on Niellan, you and Agneta get dinner started for me. I'll be home soon enough.
;
; scene 20 - orianna main
;
2114670940|00000000||I came to kill you.
2114670941|00000000||No need to fight.
2114670942|00000000||[Show letter from Regis.]
2114670943|00000000||Talked enough, let's fight.
;   1174593|00000000||Wolves_asleepin'_'midst_the_trees__bats_all_aswayi
;   1176970|00000000||But_one_soul_lies_anxious__wide_awake__fearin'_all
;    366968|00000000||Nice_tune__Damn_sad__though_
2114670944|00000000||Folk have forgotten it.
2114670945|00000000||Got… other things on their mind.
2114670946|00000000||Things like me?
2114670976|00000000||Know what…? Don't feel like talking to you anymore.
2114670947|00000000||It's time.
2114670948|00000000||Well, no witcher's ever dead in his own bed.
2114670949|00000000||You won't be an exception.
;   1172302|00000000||We don't have to fight.
2114670968|00000000||You've killed an innocent man who wanted to reunite the Baron with his son.
2114670950|00000000||Well, the threat of a sword doesn't always bring out the best in me.
2114670951|00000000||Alright, but what about the children... You are using them as a livestock!
2114670952|00000000||You know what I am. I can't resist the hunger.
2114670953|00000000||No, you can. I have read something interesting in your house…
2114670954|00000000||Ha! So, you've been snooping around... Do I intrigue you that much, witcher?
2114670955|00000000||Orianna, I know you don't want to be the same… person more.
2114670956|00000000||You presume to understand me? After reading some my... musings?
2114670957|00000000||I helped some creatures before. And I want to help you too.
2114670958|00000000||Geralt, I'm vampires. If I give up drinking blood, I will die...
2114670969|00000000||You can't help me. Nobody can help me.
;   1007115|00000000||All right.
2114670979|00000000||Think mutual friend of us could.
2114670959|00000000||Take a look at this.
2114670960|00000000||Hmm. Regis, Regis… Awfully considerate as always.
2114670977|00000000||"Remove herself from the confines of such primitive instincts", interesting… He is sure that every of us is able to live without blood.
2114670967|00000000||I suppose he'd be upset if we tussled, wouldn't he?
;;;2114670971|00000000||I kill monsters, true - it's my job. But only when they threaten humans.
;;;2114670978|00000000||If you change your attitude towards the children and refuse drinking the blood, I will spare your life.
2114670971|00000000||You're not my friend, true. But not the enemy anymore. 
2114670978|00000000||It remains to do the last step - give up with blood-drinking. Like Regis did. And we'll part in peace.
;   1101409|00000000||Well, I probably wouldn't 'ave forced myself on you.
2114670972|00000000||Nice suggestion. But I have a lot to think about. Alone.
2114670961|00000000||Very well then, I've made my decision - I won't feed on the children's blood again.
2114670962|00000000||But Niellan and Agneta will stay with me. I'm used to take care of them and... It will distract me from obsessive thoughts about hunger.
2114670963|00000000||Leave children with you? What if you will break your vow?
2114670964|00000000||Unlike your kind, we tend to keep our promises.
;   1027471|00000000||Hmm… Guess I believe you…
2114670973|00000000||Alright, I'll trust you, against my better judgment.
2114670974|00000000||But one day I'll visit children, and if I see any small scratch on them…
2114670965|00000000||As you wish, Geralt. Not a hair on their heads shall come to any harm, I vow.
2114670975|00000000||Sure hope so. You can go then.
2114670966|00000000||See you, White Wolf.
;
; scene 21 orianna to bruxa
;
2114670301|00000000||In times past. No amount of coin would convince a witcher to take this contract.
2114670300|00000000||Times have changed.
;
; scene 24
;
2114670315|00000000||The children are in that house.
2114670316|00000000||I'll take care of him myself.
2114670317|00000000||Your son is dead.
2114670318|00000000||I don't know.
;2114670319|00000000||coins (TEST)
;2114670320|00000000||sword (TEST)
2114670321|00000000||Hey, witcher!
2114670322|00000000||You're alive?
2114670323|00000000||Glad to hear it. Finally this dirty whore got what she's deserved.
2114670324|00000000||Now say where is my son.
2114670325|00000000||I don't know where he is.
2114670326|00000000||Wrong answer. You think nobody saw you having interesting conversation with Orianna?
2114670327|00000000||I give you one more try.
;   1068309|00000000||Your son is dead.
2114670328|00000000||Where is his body?
2114670329|00000000||Hmmm…er…well…
2114670330|00000000||You seek to trick me, witcher.
2114670331|00000000||Perhaps I have to loosen your tongue with a knife.
2114670332|00000000||I'll take care of him myself.
2114670333|00000000||Are you mad, you twit?
2114670334|00000000||You're common bandits. I don't trust you.
2114670335|00000000||You'll regret that you got in my way.
2114670336|00000000||The children are in that house. A young girl with a boy. Alive.
;   1091952|00000000||You'll look after her?
2114670337|00000000||All right, I will.
2114670338|00000000||Sure hope so. Here's my advice, don't show it to them.
2114670339|00000000||True. In this case here our paths diverge.
2114670340|00000000||There's your payment. And good luck.
;   1019171|00000000||Farewell.
2114670341|00000000||You refused the money. But I have another reward for you.
;   1130945|00000000||What a surprise.
2114670342|00000000||My favourite sword. Was made to order by an elven swordsmith.
;    451753|00000000||Thank you. Farewell.
;    490004|00000000||That a threat?
2114670343|00000000||I challenge you to a duel. You and I.
;
; scene 25
;
2114670355|00000000||No…
;    373208|00000000||Had enough?
2114670356|00000000||Good choice.
2114670357|00000000||No! Destiny showed me that I am not worthy of raising the boy… Leave us alone.
2114670358|00000000||I'm gonna fucking kill you, witcher!
2114670359|00000000||Geralt… Take my sword… For the boy…
;
; scene 26
;
;   1101069|00000000||Greetings.
2114670360|00000000||What the hell, witcher? Why did you let Orianna leave? Turned yellow?
;   1174787|00000000||Despite what you might've heard, I don't lunge at every monster I see, sword in hand. Talking gets the job done for some.
2114670361|00000000||Bullshit. You were to kill her, not help her.
;   1181655|00000000||Mhm. But I changed my mind.
2114670362|00000000||I don't have to explain myself to you.
2114670363|00000000||I think you're just coward and traitor.
2114670364|00000000||Wanna know what happen to everyone who betrayed my trust?
;    490004|00000000||That a threat?
2114670365|00000000||Kill him!
;
; scene 27
;
; scene 28
;
;   1143303|00000000||What's the matter?
2114670375|00000000||A witcher has slain a man to protect a monster. I'll admit, I'm impressed.
;    458827|00000000||It was the lesser evil… I think.
2114670376|00000000||I'm sure this… troublesome Baron Edward promised a sizable reward, right?
2114670377|00000000||Here.
;   1066805|00000000||Mhm. Thanks a bunch.
2114670378|00000000||Good luck, Geralt of Rivia.
2114670379|00000000||So long, Orianna.
;
; scene 29
;
;
; scene 30
;
2114670390|00000000||Take care of 'em, Barnabas-Basil.
2114670391|00000000||Oh, with great pleasure, sir.
2114670392|00000000||Follow me, please.
;
; scene 31
;
;
; scene 32
;
2114670402|00000000||Leave me be.
2114670403|00000000||I am all ears.
2114670404|00000000||Missed me that much?
2114670405|00000000||I thank you again, witcher. For your understanding and help.
;
2114670990|00000000||Here is Johnny!
2114670991|00000000||Noooo!
